check_catalog_plugin_id|plugin_name|check_catalog_id|plugin_type_cd|check_param_id|field_name
5151|KEY|2560|VALUE|3517|<RECORD IDENTIFIER>
5152|VALUE|2560|VALUE|3517|TEST_RESULT_CD
5153|KEY|2571|VALUE|3522|<RECORD IDENTIFIER>
5154|FIELDNAME|2571|CONST||Gas Level Code
5155|LEVELCODE|2571|VALUE|3522|WEEKLY_GAS_LEVEL_CD
5156|FIELDNAME|2572|CONST||Reference Value
5157|KEY|2572|VALUE|3522|<RECORD IDENTIFIER>
5159|KEY|2562|VALUE|3522|<RECORD IDENTIFIER>
5160|FIELDNAME|2562|CONST||Measured Value
5161|KEY|2564|VALUE|3522|<RECORD IDENTIFIER>
5162|FIELDNAME|2564|CONST||APSIndicator
5163|KEY|2565|VALUE|3522|<RECORD IDENTIFIER>
5164|FIELDNAME|2565|CONST||SystemIntegrityError
5165|VALUE|2565|VALUE|3526|
5167|TESTTYPE|2565|VALUE|3522|TEST_TYPE_CD
5168|FIELDNAME|2566|CONST||TestResultCode
5169|KEY|2566|VALUE|3522|<RECORD IDENTIFIER>
5170|COMPKEY|2579|VALUE|3548|<RECORD IDENTIFIER>
5171|DATE|2579|VALUE|3547|FORMATTED_TEST_DATE
5174|FIELDNAME|2419|CONST||MATSHourLoad
5177|KEY|2570|VALUE|3522|<RECORD IDENTIFIER>
5178|FIELDNAME|2533|CONST||UnadjustedHourlyValue
5179|KEY|2533|VALUE|3433|<RECORD IDENTIFIER>
5182|COMPID|2573|VALUE|3544|""
5184|ID|2441|VALUE|3439|SYSTEM_IDENTIFIER
5185|ID|2443|VALUE|3439|COMPONENT_IDENTIFIER
5186|TESTTYPECODE|2551|VALUE|3509|TEST_TYPE_CD
5188|ID|2525|VALUE|3439|COMPONENT_IDENTIFIER
5190|PARAM|2525|VALUE|3439|PARAMETER_CD
5191|SYS|2525|VALUE|3439|SYSTEM_IDENTIFIER
5193|TYPE|2443|VALUE|3439|SYS_TYPE_CD
5194|FIELDNAME|2423|CONST||MODCCode
5195|KEY|2423|VALUE|3439|<RECORD IDENTIFIER>
5196|EQUIVALENT|2584|VALUE|3561|""
5198|PARAMETER|2584|VALUE|290|PARAMETER_CD
5199|CODE|2579|VALUE|3572|QA_CERT_EVENT_CD
5200|EVENT|2579|VALUE|3572|QA_CERT_EVENT_DATE
5202|CONTROL CODE|2589|VALUE|779|CONTROL_CD
5203|KEY|2589|VALUE|459|<RECORD IDENTIFIER>
5204|KEY|2591|VALUE|3522|<RECORD IDENTIFIER>
5205|TYPE|2591|CONST||Weekly System Integrity
5207|TYPE|2570|CONST||Weekly System Integrity
5208|COMP_ID|2593|VALUE|3439|COMPONENT_IDENTIFIER
5209|SYS_ID|2593|VALUE|3439|SYSTEM_IDENTIFIER
5216|METHOD|2595|CONST||MATS
5217|PROGRAM|2595|VALUE|307|PRG_CD
5218|UNIT ID|2595|VALUE|307|UNITID
5290|KEY|2600|VALUE|1293|<RECORD IDENTIFIER>
5291|VALUE|2600|VALUE|1293|APS_CODE
5292|FIELDNAME|2600|CONST||APSCode
5293|CODE|2599|VALUE|3585|QA_CERT_EVENT_CD
5294|EVENTDATE|2599|VALUE|3585|QA_CERT_EVENT_DATE
5295|KEY|2599|VALUE|3544|""
5296|TESTTYPE|2599|CONST||Mercury Linearity
5298|CODE|2594|VALUE|3586|QA_CERT_EVENT_CD
5299|EVENTDATE|2594|VALUE|3586|QA_CERT_EVENT_DATE
5300|KEY|2594|VALUE|3544|""
5302|TESTTYPE|2594|CONST||Three-Point Hg System Integrity Check
5303|TESTNUM|2594|VALUE|3590|TEST_NUM
5304|TESTNUM|2599|VALUE|3589|TEST_NUM
5305|KEY|2601|VALUE|290|<RECORD IDENTIFIER>
5306|MISSING FUEL|2601|VALUE|3599|
5307|INCOMPLETE FUEL|2601|VALUE|3600|
5308|KEY|2606|VALUE|3480|<RECORD IDENTIFIER>
5310|MULTIPLE|2607|VALUE|3605|
5311|MISSING|2607|VALUE|3604|
5315|KEY|2610|VALUE|3487|<RECORD IDENTIFIER>
5316|CalcLoadRange|2613|VALUE|3613|
5317|CalcLoadRange|2615|VALUE|3614|
5318|RptLoadRange|2613|VALUE|862|LOAD_RANGE
5319|RptLoadRange|2615|VALUE|862|COMMON_STACK_LOAD_RANGE
5320|CALCVALUE|2616|VALUE|3617|
5321|EQUATIONCD|2619|VALUE|349|EQUATION_CD
5322|LOCATIONTYPE|2619|VALUE|3623|
5323|KEY|2619|VALUE|349|<RECORD IDENTIFIER>
5324|PARAM|2432|VALUE|3433|PARAMETER_CD
5326|PARAM|2621|VALUE|3433|PARAMETER_CD
5327|CYLINDERIDLIST|2622|VALUE|3626|
5328|METHOD|2623|VALUE|3606|
5329|PROGRAM|2623|VALUE|3251|PRG_CD
5330|UNIT ID|2623|VALUE|3251|UNIT_NAME
6327|QUALPCTMISSINGLIST|2386|VALUE|3264|
6329|MATS PARAMETER|3628|VALUE|4669|
6330|MATS PARAMETER|3627|VALUE|4658|
6331|MATS PARAMETER|3629|VALUE|4670|
6332|MATS PARAMETER|3630|VALUE|4671|
6333|CALCULATED|3627|VALUE|4643|
6334|REPORTED|3627|VALUE|4659|
6335|CALCULATED|3628|VALUE|4655|
6336|REPORTED|3628|VALUE|4666|
6337|CALCULATED|3629|VALUE|4656|
6338|REPORTED|3629|VALUE|4667|
6339|CALCULATED|3630|VALUE|4657|
6340|REPORTED|3630|VALUE|4668|
6341|COMPT|1922|VALUE|2556|
6342|parameterCd|3641|VALUE|4695|PARAMETER_CD
6343|modcCd|3641|VALUE|4695|MODC_CD
6344|description|3643|VALUE|4697|
6345|componentIdentifier|3642|VALUE|4695|COMPONENT_IDENTIFIER
6346|expectedComponentType|3642|VALUE|2556|
6347|modcCd|3642|VALUE|4695|MODC_CD
6348|parameterCd|3642|VALUE|4695|PARAMETER_CD
6349|reportedComponentType|3642|VALUE|4695|COMPONENT_TYPE_CD
6350|extraneousFields|3644|VALUE|4698|""
6351|modcCd|3644|VALUE|4695|MODC_CD
6352|parameterCd|3644|VALUE|4695|PARAMETER_CD
6353|modcCd|3645|VALUE|4695|MODC_CD
6354|parameterCd|3645|VALUE|4695|PARAMETER_CD
6355|modcCd|3646|VALUE|4695|MODC_CD
6356|parameterCd|3646|VALUE|4695|PARAMETER_CD
6358|modcCd|3647|VALUE|4695|MODC_CD
6359|parameterCd|3647|VALUE|4695|PARAMETER_CD
6360|missingList|3647|VALUE|4699|
6361|duplicateList|3648|VALUE|4700|
6362|modcCd|3648|VALUE|4695|MODC_CD
6363|parameterCd|3648|VALUE|4695|PARAMETER_CD
6364|unadjustedHourlyValue|3645|VALUE|4695|UNADJUSTED_HRLY_VALUE
6367|COMPONENTIDENTIFIER|3659|VALUE|4715|COMPONENT_IDENTIFIER
6368|HOURS|3659|VALUE|4716|
6369|LIST|3665|VALUE|4722|
6370|PARAM|3666|VALUE|2544|
6371|DERIVEDPARAMS|3668|VALUE|4727|
6372|MONITOREDPARAMS|3668|VALUE|4728|
6373|PERIOD|3668|VALUE|4729|
6374|DATECLAUSE|2301|VALUE|4732|
6375|NON46MODC|3669|VALUE|4735|
6376|PARAMETERFOR46|3669|VALUE|4733|
6377|PARAMETERNOT46|3669|VALUE|4734|
6378|MODCCODE|3670|VALUE|2598|MODC_CD
6379|PARAM|3670|VALUE|2598|PARAMETER_CD
6380|TYPE|3670|CONST||DHV
6381|MODCCODE|3671|VALUE|2554|MODC_CD
6382|PARAM|3671|VALUE|2554|PARAMETER_CD
6383|TYPE|3671|CONST||MHV
6384|FIELDLIST|3674|VALUE|4741|
6385|TESTTYPE|3675|CONST||transmitter transducer test
6386|TESTTYPE|3676|CONST||Fuel Flowmeter Accuracy Test
6387|CURSCALE|2325|VALUE|2724|
