check_catalog_param_id|check_catalog_id|check_param_id|check_param_usage_cd
3451|454|1165|REQ
3457|478|1269|REQ
3458|39|322|REQ
3460|477|1269|REQ
3462|477|1270|OUT
3463|477|1271|OUT
3464|477|1272|OUT
3465|477|1273|OUT
3466|477|1274|OUT
3467|477|1275|OUT
3471|478|1276|OUT
3472|479|1277|REQ
3473|479|1269|REQ
3474|479|1279|OUT
3475|481|1269|REQ
3476|481|1278|REQ
3478|1374|1269|REQ
3480|1374|1270|REQ
3481|1374|1271|REQ
3482|1374|1272|REQ
3483|1377|1269|REQ
3491|1371|1269|REQ
3492|1373|1269|REQ
3501|486|1269|REQ
3511|568|1304|REQ
3516|482|1269|REQ
3519|793|1291|REQ
3525|487|384|REQ
3526|487|1576|REQ
3527|487|1293|REQ
3528|487|376|REQ
3529|593|1293|REQ
3532|1392|1294|OUT
3533|1392|1295|OUT
3534|1392|1301|OUT
3535|1392|1297|OUT
3536|1392|1300|OUT
3537|1392|1299|OUT
3538|1392|1296|OUT
3539|1392|1298|OUT
3540|1392|1302|OUT
3541|1392|1303|OUT
3542|487|1294|REQ
3545|563|1294|REQ
3546|563|1303|REQ
3548|567|1294|REQ
3549|567|1295|REQ
3550|567|1296|REQ
3552|568|1294|REQ
3553|571|1304|REQ
3554|571|1294|REQ
3555|567|1304|REQ
3556|563|1304|REQ
3558|510|1304|REQ
3559|510|1294|REQ
3560|477|1307|REQ
3561|568|1308|OUT
3562|571|1308|REQ
3563|488|1309|REQ
3564|488|1304|REQ
3565|571|1309|OUT
3567|562|1304|REQ
3568|565|1294|REQ
3569|565|1301|REQ
3570|565|1304|REQ
3574|1405|1312|REQ
3575|1405|1269|REQ
3576|1406|1311|REQ
3578|566|1304|REQ
3579|566|1294|REQ
3580|566|1297|REQ
3581|566|1302|REQ
3582|562|1300|REQ
3583|1407|258|REQ
3584|1407|1635|REQ
3585|1407|410|REQ
3586|1407|411|REQ
3587|1407|412|REQ
3588|1407|413|REQ
3589|1392|1313|OUT
3590|566|1313|REQ
3591|484|1295|REQ
3592|484|1294|REQ
3593|484|1293|REQ
3597|1392|1278|REQ
3598|484|1314|OUT
3599|501|1293|REQ
3600|501|1314|REQ
3601|501|1295|REQ
3602|501|1300|REQ
3603|501|1315|OUT
3604|116|291|REQ
3605|1392|1316|OUT
3606|562|1316|REQ
3607|501|1316|REQ
3608|1408|1293|REQ
3609|591|1293|REQ
3610|594|1293|REQ
3611|590|1293|REQ
3612|582|1293|REQ
3613|584|1293|REQ
3614|586|1293|REQ
3615|490|1314|REQ
3616|490|1293|REQ
3617|490|1301|REQ
3618|490|1297|REQ
3619|490|1313|REQ
3620|490|1295|REQ
3621|490|1277|REQ
3622|1410|1293|REQ
3623|490|1323|OUT
3624|490|1320|OUT
3625|490|1318|OUT
3626|490|1319|OUT
3627|490|1317|OUT
3628|490|1321|OUT
3629|490|1322|OUT
3630|1409|1320|REQ
3631|1409|1317|REQ
3632|1409|1321|REQ
3633|1409|1319|REQ
3634|1409|1318|REQ
3635|1409|1322|REQ
3637|1409|1293|REQ
3638|1409|1314|REQ
3640|504|1293|REQ
3641|504|1319|REQ
3642|504|1320|REQ
3643|504|1317|REQ
3644|504|1318|REQ
3645|504|1324|OUT
3647|1409|1324|REQ
3648|502|1293|REQ
3649|502|1323|REQ
3650|502|1318|REQ
3651|502|1319|REQ
3652|502|1277|REQ
3654|507|1293|REQ
3655|507|1315|REQ
3656|507|365|REQ
3657|502|1325|REQ
3659|504|1284|REQ
3660|504|1286|REQ
3661|504|1285|REQ
3662|501|1289|REQ
3663|501|1288|REQ
3664|501|1287|REQ
3665|490|1282|REQ
3666|502|1326|OUT
3667|1409|1323|REQ
3668|1409|1326|REQ
3669|504|1326|REQ
3670|1409|1327|OUT
3671|507|1328|REQ
3673|1307|1329|REQ
3674|1307|1328|REQ
3675|1307|1283|REQ
3676|1307|1330|OUT
3678|1309|1329|REQ
3681|1412|1329|REQ
3683|1413|1329|REQ
3684|1413|1330|REQ
3685|1411|1329|REQ
3687|1414|1330|REQ
3688|1414|1329|REQ
3689|1309|1283|REQ
3690|1412|1283|REQ
3691|1411|1283|REQ
3692|1413|1690|REQ
3693|506|1269|REQ
3694|506|1277|REQ
3695|1387|1269|REQ
3696|1387|1325|REQ
3697|1386|1269|REQ
3698|508|1269|REQ
3699|508|1288|REQ
3700|508|1289|REQ
3701|1395|1269|REQ
3702|1395|1287|REQ
3703|1395|1288|REQ
3704|491|1269|REQ
3705|491|1283|REQ
3706|491|1277|REQ
3710|496|1269|REQ
3711|496|1283|REQ
3713|496|1332|OUT
3715|505|1277|REQ
3716|505|1284|REQ
3717|505|1285|REQ
3718|505|1286|REQ
3719|505|1269|REQ
3720|505|1333|OUT
3722|506|1325|REQ
3723|506|1328|REQ
3724|506|1333|REQ
3725|506|1282|REQ
3726|491|1334|OUT
3727|496|1334|REQ
3728|1386|1282|REQ
3729|1386|1277|REQ
3730|1386|1334|REQ
3731|1387|1328|REQ
3732|1387|1334|REQ
3734|496|1284|REQ
3735|496|1285|REQ
3736|496|1286|REQ
3737|505|1283|REQ
3738|1387|376|REQ
3739|496|365|REQ
3740|1387|1335|OUT
3741|506|1335|REQ
3742|1387|1333|REQ
3744|1415|1336|OUT
3749|1419|547|REQ
3750|1419|548|REQ
3751|1419|549|REQ
3752|1419|550|REQ
3753|1419|582|REQ
3754|1419|328|REQ
3759|34|301|REQ
3767|108|1342|OUT
3768|1407|1342|REQ
3791|1421|864|REQ
3792|1421|1780|OUT
3794|1421|862|REQ
3795|1421|1354|OUT
3799|315|742|REQ
3800|1432|364|REQ
3801|1432|1355|OUT
3802|297|1355|REQ
3803|309|1355|REQ
3804|310|1355|REQ
3806|1432|1357|OUT
3807|311|322|REQ
3808|308|1357|REQ
3809|307|1357|REQ
3810|1438|364|REQ
3811|1438|1355|REQ
3812|326|763|REQ
3813|326|768|REQ
3814|759|1358|REQ
3816|760|1358|REQ
3818|761|1358|REQ
3820|762|1358|REQ
3822|763|1358|REQ
3823|763|1363|OUT
3824|764|1358|REQ
3825|764|1364|OUT
3826|765|1358|REQ
3827|765|1365|OUT
3828|766|1358|REQ
3829|766|1366|OUT
3830|767|1358|REQ
3832|772|1358|REQ
3833|772|1363|REQ
3834|772|1364|REQ
3835|772|1365|REQ
3836|772|1366|REQ
3837|772|1368|OUT
3838|768|1358|REQ
3840|769|1358|REQ
3842|770|1358|REQ
3844|771|1358|REQ
3846|773|1358|REQ
3847|773|1368|REQ
3848|773|1373|OUT
3849|773|1374|OUT
3850|773|1375|OUT
3851|773|1376|OUT
3852|773|1377|OUT
3854|774|1358|REQ
3861|341|795|REQ
3862|341|794|REQ
3863|341|791|REQ
3864|356|837|REQ
3865|356|838|REQ
3866|357|839|REQ
3867|73|322|REQ
3869|73|1380|REQ
3870|167|1381|OUT
3872|1419|1381|REQ
3873|1419|349|REQ
3874|1419|1382|OUT
3875|1419|1383|OUT
3876|1431|1384|REQ
3877|1431|1385|OUT
3884|26|319|REQ
3885|26|1391|OUT
3886|26|1390|OUT
3887|64|402|REQ
3888|64|403|REQ
3889|64|404|REQ
3890|64|405|REQ
3891|64|406|REQ
3892|64|376|REQ
3893|435|1392|OUT
3894|435|1331|REQ
3896|1440|1269|REQ
3897|1440|1331|REQ
3898|1440|1393|OUT
3899|797|1291|REQ
3907|435|1394|OUT
3911|435|1396|REQ
3915|445|1291|REQ
3926|113|420|REQ
3927|102|1398|OUT
3928|112|409|REQ
3931|112|392|REQ
3932|112|1398|REQ
3933|703|409|REQ
3934|703|392|REQ
3935|703|1399|OUT
3936|703|1400|OUT
3937|190|607|REQ
3938|190|601|REQ
3939|190|597|REQ
3940|190|599|REQ
3941|190|600|REQ
3942|190|598|REQ
3943|112|412|REQ
3944|119|409|REQ
3945|119|410|REQ
3946|119|411|REQ
3947|119|412|REQ
3948|119|413|REQ
3949|119|392|REQ
3950|244|1401|OUT
3953|249|658|REQ
3956|243|667|OUT
3958|240|510|REQ
3971|700|1406|REQ
3972|700|1087|REQ
3973|700|1088|REQ
3981|708|1409|REQ
3982|709|1410|REQ
3983|691|957|REQ
4000|482|1419|REQ
4001|1440|1420|OUT
4002|1448|1421|REQ
4003|1448|1422|REQ
4004|1448|1423|REQ
4005|782|1424|REQ
4007|780|345|REQ
4008|781|539|REQ
4009|1449|1425|REQ
4010|1449|348|REQ
4011|1450|1426|REQ
4012|1450|1427|OUT
4013|1451|1429|REQ
4014|1452|1428|REQ
4016|1452|1431|REQ
4017|1452|1430|REQ
4018|39|1720|REQ
4026|1455|345|REQ
4027|1455|1435|OUT
4028|1456|1436|OUT
4032|1456|539|REQ
4033|1457|1437|REQ
4034|1457|1438|OUT
4037|821|2549|OPT
4047|1454|626|REQ
4048|1457|1453|REQ
4049|1457|1443|REQ
4050|1457|1445|REQ
4051|1457|1448|REQ
4052|1457|1447|REQ
4053|1457|1451|REQ
4054|1457|1449|REQ
4055|1457|1450|REQ
4056|1457|1444|REQ
4057|1457|1446|REQ
4058|1457|1442|REQ
4059|1457|1452|REQ
4060|1457|1454|REQ
4061|1459|1437|REQ
4062|1459|1455|OUT
4063|1460|1437|REQ
4064|1457|1456|REQ
4070|1461|1437|REQ
4071|1461|1930|REQ
4072|1461|1457|REQ
4073|1462|1437|REQ
4074|1462|1432|REQ
4075|1464|1463|REQ
4080|1465|1463|REQ
4084|1466|1462|REQ
4085|1467|1463|REQ
4090|1468|1467|OUT
4094|1469|1468|OUT
4099|1470|1469|OUT
4100|1471|1471|REQ
4101|1471|1472|REQ
4102|1472|290|REQ
4103|1472|340|REQ
4107|1473|1474|REQ
4108|1473|345|REQ
4109|1473|1475|OUT
4110|467|1476|REQ
4111|501|1476|REQ
4112|490|1476|REQ
4113|504|1476|REQ
4114|1409|1476|REQ
4130|1475|699|REQ
4131|1475|383|REQ
4132|1476|731|REQ
4133|1476|384|REQ
4134|1477|834|REQ
4135|1477|499|REQ
4136|1478|779|REQ
4137|1478|673|REQ
4139|1479|333|REQ
4140|1479|319|REQ
4141|1480|264|REQ
4142|1480|700|REQ
4143|1481|492|REQ
4144|1481|539|REQ
4152|1483|345|REQ
4153|1483|1486|REQ
4154|1484|539|REQ
4155|1484|1487|REQ
4156|1485|513|REQ
4157|1485|475|REQ
4158|1486|258|REQ
4159|1486|345|REQ
4160|1487|480|REQ
4161|1487|540|REQ
4162|1488|701|REQ
4163|1488|728|REQ
4164|1489|349|REQ
4165|1489|348|REQ
4166|1490|584|REQ
4167|1490|531|REQ
4168|1492|364|REQ
4169|1492|365|REQ
4170|1491|326|REQ
4171|1491|328|REQ
4172|1493|1488|REQ
4173|1493|1489|REQ
4174|1494|1490|REQ
4175|1494|1491|REQ
4176|1495|1492|REQ
4178|1496|1501|REQ
4179|1496|1502|REQ
4180|1495|1506|REQ
4182|1406|1269|REQ
4183|1405|531|REQ
4184|1405|328|REQ
4186|487|804|REQ
4188|804|1509|REQ
4189|593|1510|REQ
4191|815|1405|REQ
4196|800|1513|REQ
4197|502|700|REQ
4198|701|972|REQ
4199|701|1014|REQ
4200|701|973|REQ
4201|701|1013|REQ
4202|706|1515|REQ
4203|700|1405|REQ
4204|807|1514|REQ
4207|502|1576|REQ
4209|507|1576|REQ
4220|488|1308|REQ
4221|1374|1570|REQ
4222|1377|1570|REQ
4226|486|1334|REQ
4230|496|1328|REQ
4231|487|1328|REQ
4233|508|1517|OUT
4237|1413|1396|REQ
4239|491|1276|REQ
4241|505|1332|OPT
4242|16|322|REQ
4243|37|1489|REQ
4246|60|1518|OUT
4280|1307|859|REQ
4283|1387|700|REQ
4285|60|384|REQ
4286|1500|1358|REQ
4287|1500|1530|REQ
4288|1432|746|REQ
4289|1432|747|REQ
4290|1432|744|REQ
4291|1432|745|REQ
4292|1432|265|REQ
4293|1432|345|REQ
4294|1432|376|REQ
4295|1432|1331|REQ
4296|1432|384|REQ
4297|317|322|REQ
4298|323|1531|OUT
4299|318|1531|REQ
4301|318|1532|REQ
4303|319|1532|REQ
4304|319|1531|REQ
4305|319|768|OUT
4306|326|384|REQ
4307|332|785|REQ
4308|332|786|REQ
4309|329|811|REQ
4310|341|780|REQ
4311|339|795|REQ
4312|339|794|REQ
4313|339|780|REQ
4314|339|1533|REQ
4316|187|1534|REQ
4319|762|1535|REQ
4320|767|1363|REQ
4322|769|1370|OUT
4323|771|1370|REQ
4324|774|345|REQ
4325|774|1374|REQ
4326|774|1375|REQ
4327|774|1376|REQ
4328|774|1377|REQ
4329|413|1488|REQ
4330|413|1536|OUT
4331|414|1488|REQ
4332|414|1537|OUT
4333|415|1488|REQ
4334|415|1536|REQ
4335|415|1537|REQ
4336|415|1538|OUT
4337|675|1488|REQ
4338|675|1538|REQ
4339|675|1541|OUT
4340|675|1540|OUT
4341|675|1539|OUT
4345|411|1488|REQ
4346|411|448|REQ
4347|411|265|REQ
4348|372|1488|REQ
4349|372|322|REQ
4350|411|1548|OUT
4352|374|1488|REQ
4353|374|1540|REQ
4354|374|1539|REQ
4356|374|319|REQ
4357|386|1488|REQ
4358|386|1540|REQ
4359|386|1539|REQ
4361|386|345|REQ
4362|386|1543|OUT
4363|384|1488|REQ
4364|384|1540|REQ
4365|384|1539|REQ
4366|384|1548|REQ
4367|384|301|REQ
4368|384|1489|REQ
4369|384|1544|OUT
4370|376|1488|REQ
4371|376|1540|REQ
4372|376|1539|REQ
4374|376|3256|REQ
4375|376|859|REQ
4376|1501|1488|REQ
4378|376|1545|OUT
4379|374|1546|OUT
4380|372|1547|OUT
4381|372|1548|REQ
4382|374|1548|REQ
4383|376|1548|REQ
4385|1501|1491|REQ
4390|1502|1488|REQ
4391|1502|1548|REQ
4392|1502|1489|REQ
4393|1502|1546|OPT
4394|1502|1547|OPT
4395|1502|1545|OPT
4396|1501|1542|REQ
4398|1502|1549|OUT
4399|1502|1542|OUT
4400|1501|1538|REQ
4401|1501|859|REQ
4402|1501|1540|REQ
4403|1501|1539|REQ
4405|378|1538|REQ
4406|378|1490|REQ
4407|378|1550|OUT
4408|423|1490|REQ
4409|423|1550|REQ
4410|423|1552|OUT
4411|424|1490|REQ
4412|422|1490|REQ
4413|422|1550|REQ
4414|422|1552|REQ
4415|1503|1490|REQ
4416|1503|1550|REQ
4417|1503|1553|REQ
4419|1505|1490|REQ
4420|1505|1552|REQ
4421|1505|1553|OUT
4423|380|1554|OUT
4424|380|1490|REQ
4425|383|1490|REQ
4426|383|1554|REQ
4427|383|1537|REQ
4428|383|1550|REQ
4429|1506|1490|REQ
4430|1506|1550|REQ
4431|1506|1555|REQ
4432|1507|1490|REQ
4433|1508|1490|REQ
4434|1508|1553|REQ
4435|1508|1555|OUT
4447|1413|1557|OUT
4450|776|1422|REQ
4451|776|1558|REQ
4454|777|1560|REQ
4457|201|603|OUT
4458|1511|1147|REQ
4459|1511|1562|REQ
4460|1513|1145|REQ
4462|1513|1161|OUT
4463|1513|1162|OUT
4464|1513|1157|OUT
4466|1513|1186|OUT
4467|1513|1189|OUT
4474|797|1396|REQ
4478|1514|1293|REQ
4479|1514|1563|REQ
4480|1515|1304|REQ
4481|1515|1307|REQ
4482|1516|1269|REQ
4484|477|1283|REQ
4486|477|1278|REQ
4488|1516|1328|OUT
4490|1516|1325|OUT
4491|1516|1283|OUT
4492|1516|1287|OUT
4493|1516|1284|OUT
4494|1516|1278|OUT
4495|1516|1289|OUT
4496|1516|1286|OUT
4497|1516|1288|OUT
4498|1516|1285|OUT
4499|1516|1277|OUT
4504|1516|1282|OUT
4510|1377|1396|REQ
4511|1377|1572|REQ
4512|1377|1573|REQ
4513|1374|1397|REQ
4514|1374|1575|REQ
4515|1374|1574|REQ
4516|1377|1273|REQ
4517|1377|1274|REQ
4518|1377|1275|REQ
4519|477|1570|OUT
4529|477|1311|OUT
4530|486|1576|REQ
4531|482|1576|REQ
4532|1440|1396|REQ
4533|1440|1572|REQ
4534|1440|1573|REQ
4543|477|1312|OUT
4544|481|1570|REQ
4545|1524|1269|REQ
4546|1525|1269|REQ
4547|1526|1269|REQ
4548|1527|1269|REQ
4550|1466|1558|REQ
4551|1467|1558|REQ
4552|1455|1571|REQ
4553|1456|1424|REQ
4557|788|1291|OUT
4558|1529|1728|REQ
4559|1529|1397|OUT
4560|1530|1575|OUT
4561|447|1576|REQ
4562|435|1572|REQ
4563|435|1573|REQ
4564|797|1572|REQ
4565|797|1573|REQ
4568|1531|1728|REQ
4569|1531|1574|OUT
4570|1530|1728|REQ
4571|1532|1728|REQ
4572|1532|1396|OUT
4573|1533|1572|OUT
4574|1533|1728|REQ
4575|1534|1728|REQ
4576|1534|1573|OUT
4577|1535|1576|OUT
4578|1535|1728|REQ
4579|1535|1397|REQ
4580|1535|1575|REQ
4582|1535|1396|REQ
4583|1535|1572|REQ
4585|1536|1304|REQ
4586|1463|1437|REQ
4587|1463|1577|REQ
4588|1463|1331|REQ
4589|1467|1422|REQ
4590|51|1384|REQ
4594|1540|1148|REQ
4595|1540|1561|REQ
4596|1465|1580|REQ
4597|1464|1584|REQ
4598|1464|1585|REQ
4599|1468|1571|REQ
4600|1468|345|REQ
4601|1469|1424|REQ
4602|1469|539|REQ
4603|1470|348|REQ
4604|1470|1586|REQ
4612|1542|264|REQ
4613|1542|265|REQ
4614|1542|1199|REQ
4636|822|1597|REQ
4637|822|1610|OUT
4640|824|1165|REQ
4645|828|1598|REQ
4646|828|1597|REQ
4647|829|1619|REQ
4648|829|1597|REQ
4650|828|1628|REQ
4651|829|1628|REQ
4652|830|1599|REQ
4653|830|1600|REQ
4654|830|1628|REQ
4655|830|1597|REQ
4656|831|1628|REQ
4657|831|1597|REQ
4658|831|1618|REQ
4659|834|1631|REQ
4660|834|1628|REQ
4661|834|1596|REQ
4662|834|1623|OUT
4663|834|1625|OUT
4667|837|1623|REQ
4668|837|1625|REQ
4669|837|1596|REQ
4670|838|1628|REQ
4671|838|1597|REQ
4679|842|1597|REQ
4681|842|1331|REQ
4682|842|1629|OUT
4683|843|1597|REQ
4684|845|1597|REQ
4685|842|1396|REQ
4686|842|1572|REQ
4687|842|1573|REQ
4693|862|1596|REQ
4695|863|1620|REQ
4696|863|1596|REQ
4697|863|1627|OUT
4698|866|1626|OUT
4699|866|1620|REQ
4700|866|1596|REQ
4701|869|1627|REQ
4702|869|1596|REQ
4703|870|1626|REQ
4704|870|1596|REQ
4705|871|1596|REQ
4706|872|1596|REQ
4707|873|1627|REQ
4708|873|1596|REQ
4709|874|1626|REQ
4710|874|1596|REQ
4711|1545|1597|REQ
4712|1545|1598|OUT
4713|1545|1618|OUT
4714|1545|1620|OUT
4715|1545|1599|OUT
4716|1545|1600|OUT
4717|1545|1628|OUT
4718|1545|1619|OUT
4719|1545|1621|OUT
4720|863|1621|REQ
4721|863|1618|REQ
4722|1546|1622|OUT
4723|1546|1624|OUT
4724|1546|1632|REQ
4725|1546|1628|REQ
4726|1546|1596|REQ
4730|1547|1596|REQ
4746|1553|1628|REQ
4747|1553|1597|REQ
4748|1553|1617|OUT
4749|1554|1620|REQ
4750|1554|1397|REQ
4751|1554|1575|REQ
4752|1554|1574|REQ
4753|1554|1597|REQ
4754|1555|1618|REQ
4755|1555|1396|REQ
4756|1555|1572|REQ
4757|1555|1573|REQ
4758|1555|1597|REQ
4762|1558|1165|REQ
4766|1545|1601|OUT
4767|1545|1602|OUT
4768|1545|1603|OUT
4769|1545|1606|OUT
4770|1545|1605|OUT
4771|1545|1604|OUT
4785|435|1164|REQ
4786|842|1164|REQ
4787|1547|1622|REQ
4788|1547|1624|REQ
4791|831|1636|OUT
4793|107|409|REQ
4795|1546|1598|REQ
4796|1546|1601|REQ
4797|1546|1602|REQ
4798|1546|1603|REQ
4799|1546|1606|REQ
4800|1546|1605|REQ
4801|1546|1604|REQ
4802|873|1599|REQ
4803|874|1600|REQ
4804|1558|1637|OUT
4805|824|1638|OUT
4806|862|1626|REQ
4807|1560|1269|REQ
4809|1440|1419|REQ
4810|1560|1380|REQ
4811|1560|1639|OUT
4813|435|1191|REQ
4815|1561|1145|REQ
4816|1561|1380|REQ
4817|1561|1640|OUT
4818|842|1642|REQ
4819|1562|1597|REQ
4820|1562|1380|REQ
4821|1562|1641|OUT
4822|1546|1620|REQ
4823|1546|1165|REQ
4824|834|1165|REQ
4827|837|1631|REQ
4828|1547|1632|REQ
4829|1555|1606|REQ
4830|1555|1605|REQ
4831|1555|1604|REQ
4832|1554|1601|REQ
4833|1554|1602|REQ
4834|1554|1603|REQ
4835|873|1632|OUT
4836|874|1631|OUT
4837|874|1643|REQ
4838|873|1644|REQ
4839|824|1643|REQ
4840|824|1600|REQ
4841|824|1597|REQ
4842|1558|1599|REQ
4843|1558|1644|REQ
4844|1558|1597|REQ
4845|824|1619|REQ
4846|1545|1643|OUT
4847|1545|1644|OUT
4852|967|1647|REQ
4853|967|1648|OUT
4857|1571|1647|REQ
4858|1572|1647|REQ
4859|1572|1380|REQ
4860|1571|1331|REQ
4861|1574|864|REQ
4862|1574|1649|OUT
4867|1571|1396|REQ
4868|1571|1572|REQ
4869|1571|1573|REQ
4870|1571|1653|REQ
4875|1571|1655|OUT
4885|1577|1657|REQ
4886|1577|1645|REQ
4887|1577|1646|REQ
4889|1577|1661|OUT
4890|1577|1662|OUT
4898|995|1647|REQ
4899|994|1647|REQ
4900|994|804|REQ
4901|1002|1647|REQ
4903|994|1666|OUT
4904|995|1667|OUT
4908|968|1689|OUT
4910|968|1647|REQ
4915|968|1396|REQ
4916|968|1572|REQ
4917|968|1573|REQ
4918|968|1666|REQ
4919|968|1667|REQ
4925|994|1396|REQ
4926|994|1572|REQ
4933|994|365|REQ
4935|968|1331|REQ
4937|968|1675|REQ
4938|1581|1915|OUT
4939|1581|2229|REQ
4944|1516|1678|OUT
4945|1516|1679|OUT
4946|1516|1680|OUT
4947|1516|1681|OUT
4948|1516|1682|OUT
4949|1516|1683|OUT
4950|1516|1684|OUT
4951|1516|1685|OUT
4952|1516|1686|OUT
4953|501|1678|REQ
4954|501|1680|REQ
4955|501|1679|REQ
4956|490|1686|REQ
4957|490|1681|REQ
4958|490|1684|REQ
4959|490|1683|REQ
4960|490|1685|REQ
4961|490|1682|REQ
4966|506|1284|REQ
4967|506|1686|REQ
4968|506|1678|REQ
4969|506|1681|REQ
4970|506|1286|REQ
4971|506|1684|REQ
4972|506|1680|REQ
4973|506|1683|REQ
4974|506|1285|REQ
4975|506|1685|REQ
4976|506|1679|REQ
4977|506|1682|REQ
4978|968|1671|OUT
4979|968|1690|REQ
4982|1585|1673|REQ
4983|1585|1647|REQ
4984|1585|1689|REQ
4985|1585|1671|REQ
5009|973|1697|REQ
5010|973|1647|REQ
5011|974|1647|REQ
5013|974|1697|REQ
5016|969|1647|REQ
5019|971|1647|REQ
5020|1000|1647|REQ
5021|972|1647|REQ
5022|972|1697|OUT
5025|974|1696|REQ
5026|973|1695|REQ
5027|1000|1697|REQ
5031|969|1695|OUT
5032|969|1696|OUT
5033|969|1697|REQ
5039|1585|1672|REQ
5040|1585|1699|REQ
5041|1585|1700|REQ
5042|1585|1701|REQ
5057|1595|1711|REQ
5058|1595|1380|REQ
5059|1596|1711|REQ
5060|1596|1712|REQ
5061|1596|1713|OUT
5062|1596|1331|REQ
5063|1003|1711|REQ
5064|1003|1714|OUT
5065|1012|1711|REQ
5066|362|384|REQ
5072|1014|1711|REQ
5074|1022|1728|REQ
5075|1022|1718|OUT
5076|1596|1718|REQ
5078|1032|1711|REQ
5079|1030|1711|REQ
5080|1031|1711|REQ
5081|1033|1711|REQ
5082|134|1384|REQ
5083|166|1384|REQ
5084|1034|1711|REQ
5085|1035|1711|REQ
5086|1029|1711|REQ
5087|1026|1711|REQ
5088|1026|1721|REQ
5089|1027|1711|REQ
5090|1006|1711|REQ
5091|1006|1653|REQ
5092|1006|1690|REQ
5093|1006|1331|REQ
5094|1006|1722|OUT
5095|1028|1711|REQ
5101|109|409|REQ
5102|1585|1668|OUT
5103|1585|1669|OUT
5104|969|1668|OPT
5105|971|1669|OPT
5106|1028|1722|OPT
5107|1597|1711|REQ
5108|1597|804|REQ
5109|1597|1723|OUT
5110|1596|1723|REQ
5111|1006|1723|REQ
5112|1006|1718|REQ
5115|1006|365|REQ
5116|1006|1725|OUT
5117|1028|1725|OPT
5118|1028|1726|OUT
5119|1014|1726|OPT
5120|103|409|REQ
5122|1405|1576|REQ
5124|450|1576|REQ
5125|450|1165|REQ
5126|451|1165|OUT
5127|1004|1711|REQ
5128|887|1730|REQ
5129|887|1731|OUT
5130|891|1730|REQ
5131|1610|1730|REQ
5132|1610|1732|REQ
5133|1610|1733|OUT
5134|1612|1730|REQ
5135|1612|1396|REQ
5136|1612|1572|REQ
5137|1612|1573|REQ
5138|1612|1164|REQ
5139|1612|1734|OUT
5140|1612|1331|REQ
5141|1612|1735|REQ
5142|866|1619|REQ
5143|909|1742|REQ
5144|909|1747|REQ
5145|1463|1748|OUT
5146|1604|1730|REQ
5147|1604|1732|OUT
5148|1604|1746|OUT
5149|1604|1744|OUT
5150|1604|1742|OUT
5151|1604|1736|OUT
5152|1604|1737|OUT
5153|1604|1738|OUT
5154|1604|1739|OUT
5155|1604|1740|OUT
5156|1604|1741|OUT
5157|1604|1745|OUT
5158|1604|1743|OUT
5160|1604|1750|OUT
5161|912|1747|REQ
5163|912|1742|REQ
5164|912|1736|REQ
5165|912|1737|REQ
5166|912|1738|REQ
5167|912|1739|REQ
5168|912|1740|REQ
5169|912|1741|REQ
5172|881|1747|REQ
5173|881|1165|REQ
5174|908|1744|REQ
5175|908|1743|REQ
5176|908|1747|REQ
5177|915|1747|REQ
5178|916|1747|REQ
5179|909|1746|REQ
5180|909|1745|REQ
5182|909|1752|OUT
5183|912|1752|REQ
5185|914|1750|REQ
5186|914|1752|REQ
5187|914|1747|REQ
5188|914|1749|REQ
5189|912|1749|OUT
5190|879|1730|REQ
5191|879|1744|REQ
5193|879|1743|REQ
5194|879|1732|REQ
5195|1613|1742|REQ
5196|1613|1736|REQ
5197|1613|1737|REQ
5198|1613|1738|REQ
5199|1613|1397|REQ
5200|1613|1575|REQ
5201|1613|1574|REQ
5202|1613|1730|REQ
5203|1614|1730|REQ
5204|1614|1742|REQ
5205|1614|1739|REQ
5206|1614|1740|REQ
5207|1614|1741|REQ
5208|1614|1396|REQ
5209|1614|1572|REQ
5210|1614|1573|REQ
5211|1615|1730|REQ
5212|1615|1732|REQ
5213|1615|1746|REQ
5214|1615|1745|REQ
5215|914|1732|REQ
5216|905|1732|REQ
5217|905|1750|REQ
5218|905|1730|REQ
5219|1615|1755|OUT
5220|893|1732|REQ
5222|893|1730|REQ
5223|1616|1730|REQ
5224|1616|1380|REQ
5225|1617|1747|REQ
5226|1617|1756|REQ
5227|456|1182|REQ
5230|905|1757|OUT
5231|1464|1759|OUT
5233|1598|1774|REQ
5237|1407|409|REQ
5238|176|409|REQ
5239|108|409|REQ
5241|1599|862|REQ
5249|1599|1774|REQ
5257|1407|392|REQ
5258|996|1765|OUT
5259|118|410|REQ
5260|118|411|REQ
5261|118|412|REQ
5262|118|413|REQ
5273|113|1635|REQ
5274|996|1772|REQ
5275|975|1773|REQ
5278|592|1293|REQ
5279|114|410|REQ
5280|114|411|REQ
5281|114|412|REQ
5282|114|413|REQ
5284|595|1293|REQ
5287|1392|1775|OUT
5289|596|1775|REQ
5290|596|1293|REQ
5291|596|1476|REQ
5292|971|1476|REQ
5293|969|1476|REQ
5294|973|1476|REQ
5295|974|1476|REQ
5296|1547|1476|REQ
5297|837|1476|REQ
5298|1409|1775|REQ
5299|593|1776|OUT
5300|592|1776|REQ
5301|595|1776|REQ
5302|596|1776|REQ
5303|593|1294|REQ
5305|512|1776|REQ
5306|512|1293|REQ
5308|513|1776|REQ
5309|513|1396|REQ
